日期,PM2.5,PM10,SO2,CO,NO2,O3_8h,AQI,质量等级
2018/6/26,124,89,4,1.7,35,219,163,中度
2018/6/27,26,47,3,0.5,35,95,48,优
2018/6/28,9,27,4,0.3,25,119,66,良
2018/6/29,18,56,2,0.5,44,163,103,轻度
2018/6/30,33,75,5,1,34,251,186,中度
2018/7/1,49,54,4,1,26,181,120,轻度
2018/7/2,44,54,3,0.9,24,170,110,轻度
2018/7/3,55,52,3,0.9,24,184,122,轻度
2018/7/4,59,78,3,0.9,31,237,172,中度
2018/7/5,70,104,3,1.2,36,238,173,中度
2018/7/6,36,56,3,1,25,234,169,中度
2018/7/7,51,49,3,0.9,27,50,70,良
2018/7/8,54,41,3,0.9,23,172,111,轻度
2018/7/9,76,68,3,1,29,82,102,轻度
2018/7/10,33,34,3,0.7,22,100,50,优
2018/7/11,30,27,3,0.6,35,64,47,优
2018/7/12,33,26,3,0.9,31,78,48,优
2018/7/13,43,46,3,0.9,38,107,60,良
2018/7/14,51,44,3,0.7,23,171,110,轻度
2018/7/15,59,58,3,1,29,178,117,轻度
2018/7/16,26,34,3,0.7,26,68,38,优
2018/7/17,19,14,3,0.7,27,63,34,优
2018/7/18,83,66,3,1.4,27,116,109,轻度
2018/7/19,69,57,3,1,32,122,92,良
2018/7/20,81,74,3,1,22,168,108,轻度
2018/7/21,69,77,4,0.9,21,193,130,轻度
2018/7/22,44,46,3,0.9,27,105,62,良
2018/7/23,52,59,3,1,24,159,100,良
2018/7/24,16,20,3,0.6,19,62,31,优
2018/7/25,10,17,3,0.5,17,105,55,良
2018/7/26,12,31,3,0.5,25,154,95,良
2018/7/27,48,56,3,1.2,23,151,93,良
2018/7/28,55,61,3,1.2,21,191,129,轻度
2018/7/29,73,88,3,1.2,26,209,145,轻度
2018/7/30,72,84,3,1.2,28,205,141,轻度
2018/7/31,63,83,3,1.2,30,228,163,中度
2018/8/1,59,88,3,1.2,28,232,167,中度
2018/8/2,84,101,3,1.5,25,216,151,中度
2018/8/3,53,79,2,1,27,196,133,轻度
2018/8/4,63,97,3,1.2,29,237,172,中度
2018/8/5,34,54,3,0.9,21,139,83,良
2018/8/6,36,49,5,1.4,30,66,53,良
2018/8/7,61,61,3,1.2,26,145,88,良
2018/8/8,23,24,3,1,21,83,42,优
2018/8/9,29,34,2,1,28,172,111,轻度
2018/8/10,35,47,2,0.9,29,216,151,中度
2018/8/11,46,48,3,1.2,24,144,87,良
2018/8/12,55,44,2,1.2,23,104,75,良
2018/8/13,45,41,2,1,22,142,85,良
2018/8/14,26,32,2,0.9,21,71,39,优
2018/8/15,14,28,2,0.5,26,97,49,优
2018/8/16,13,30,2,0.5,24,151,93,良
2018/8/17,32,64,3,0.6,39,217,152,中度
2018/8/18,14,22,3,0.5,24,98,49,优
2018/8/19,20,35,3,0.7,30,82,41,优
2018/8/20,24,36,2,0.7,24,144,87,良
2018/8/21,12,31,2,0.5,27,111,60,良
2018/8/22,19,52,2,0.6,47,66,59,良
2018/8/23,17,40,2,0.6,34,132,77,良
2018/8/24,12,34,2,0.5,31,115,63,良
2018/8/25,30,67,3,0.7,32,199,136,轻度
2018/8/26,59,92,3,1,31,204,140,轻度
2018/8/27,63,89,5,1,32,202,139,轻度
2018/8/28,59,74,4,1,35,163,103,轻度
2018/8/29,9,23,2,0.5,24,113,61,良
2018/8/30,16,37,3,0.6,33,85,43,优
2018/8/31,14,31,3,0.6,29,156,97,良
2018/9/1,44,50,3,1,30,144,87,良
2018/9/2,41,34,2,0.7,19,113,61,良
2018/9/3,29,28,2,0.5,19,78,39,优
2018/9/4,7,19,2,0.5,24,86,43,优
2018/9/5,11,33,3,0.5,31,114,62,良
2018/9/6,8,35,2,0.3,19,67,35,优
2018/9/7,5,18,2,0.3,17,68,34,优
2018/9/8,8,23,2,0.5,27,84,42,优
2018/9/9,24,56,4,0.5,41,129,75,良
2018/9/10,43,74,6,1,52,129,75,良
2018/9/11,43,68,5,0.9,41,136,80,良
2018/9/12,47,58,4,0.9,37,164,104,轻度
2018/9/13,80,97,4,1,49,170,110,轻度
2018/9/14,100,109,5,1.2,50,156,130,轻度
2018/9/15,14,23,2,0.5,20,63,32,优
2018/9/16,8,26,3,0.3,30,83,42,优
2018/9/17,12,40,3,0.5,41,71,52,良
2018/9/18,20,55,3,0.5,50,58,60,良
2018/9/19,28,63,3,0.9,59,42,77,良
2018/9/20,45,70,3,0.7,50,118,65,良
2018/9/21,15,45,2,0.3,29,61,44,优
2018/9/22,6,25,2,0.3,18,51,26,优
2018/9/23,5,25,2,0.3,22,59,30,优
2018/9/24,8,25,3,0.3,28,73,37,优
2018/9/25,22,48,4,0.6,36,90,48,优
2018/9/26,34,57,3,0.6,40,91,53,良
2018/9/27,66,80,5,1,59,67,88,良
2018/9/28,55,42,3,0.9,35,83,73,良
2018/9/29,6,13,3,0.3,24,63,32,优
2018/9/30,5,18,3,0.3,21,59,30,优
2018/10/1,8,21,3,0.3,19,79,40,优
2018/10/2,11,30,3,0.5,35,81,44,优
2018/10/3,13,35,4,0.5,41,82,52,良
2018/10/4,43,71,8,1,54,128,74,良
2018/10/5,80,99,8,1.4,54,125,107,轻度
2018/10/6,8,21,3,0.3,18,66,33,优
2018/10/7,11,37,3,0.5,40,68,50,优
2018/10/8,9,35,2,0.5,33,73,42,优
2018/10/9,4,14,3,0.3,15,50,25,优
2018/10/10,6,22,3,0.3,25,52,32,优
2018/10/11,10,32,3,0.3,36,59,45,优
2018/10/12,37,74,4,0.6,59,71,74,良
2018/10/13,82,106,7,1,75,90,109,轻度
2018/10/14,142,157,6,1.2,77,114,190,中度
2018/10/15,152,181,5,1.4,68,55,202,重度
2018/10/16,61,64,3,1,36,74,83,良
2018/10/17,31,45,3,0.6,42,63,53,良
2018/10/18,30,50,3,0.6,53,63,67,良
2018/10/19,43,59,4,0.7,58,78,73,良
2018/10/20,65,79,5,0.9,70,81,88,良
2018/10/21,115,128,7,1.4,83,57,150,轻度
2018/10/22,120,90,5,1.2,58,72,158,中度
2018/10/23,15,45,3,0.5,35,58,45,优
2018/10/24,42,90,4,0.9,65,37,82,良
2018/10/25,84,122,10,1.5,75,29,112,轻度
2018/10/26,5,44,2,0.3,11,56,44,优
2018/10/27,10,32,4,0.3,26,57,33,优
2018/10/28,4,29,2,0.3,11,72,36,优
2018/10/29,5,20,3,0.3,21,62,31,优
2018/10/30,11,33,3,0.5,39,65,49,优
2018/10/31,23,52,5,0.9,49,45,62,良
